التاريخ,الزمن,المحافظة,المدينة,نوع المدينة,الطريق,مستوى الزحام (%),وقت التأخير (دقائق لـ10 كم),السرعة المتوسطة (كم/س),ساعة ذروة,حالة الطريق
2024-07-24,07:43,Cairo,Shubra,حضرية,Al Azhar St.,30,23.3,28.5,نعم,جاف
2022-08-30,15:45,Cairo,Zamalek,حضرية,Autostrad Road,72,30.6,24.2,نعم,جاف
2025-04-24,17:24,Giza,Dokki,حضرية,Saqqara Road,31,29.3,18.0,نعم,مبلل
2022-12-08,09:52,Cairo,Maadi,حضرية,Al Azhar St.,50,29.4,21.0,نعم,مبلل
2024-07-02,20:22,Cairo,Shubra,حضرية,Suez Road,48,19.3,18.2,لا,تحت الصيانة
2022-06-02,17:18,Giza,Agouza,حضرية,El-Lebbini St.,68,33.9,15.6,نعم,جاف
2024-07-20,09:32,Giza,6th October City,حضرية,El Mansoureya Road,78,24.5,29.9,نعم,جاف
2023-05-27,16:47,Giza,6th October City,حضرية,Giza Square,30,34.6,28.0,نعم,جاف
2022-12-15,19:41,Cairo,Downtown,حضرية,Salah Salem St.,19,38.2,25.5,نعم,مبلل
2022-10-05,12:13,Giza,Agouza,حضرية,El Bahr El Aazam St.,62,15.5,18.8,نعم,تحت الصيانة
2025-06-26,18:07,Alexandria,Roushdy,حضرية,Gamal Abdel Nasser St.,50,35.9,22.7,نعم,جاف
2023-05-02,15:02,Qalyubia,Banha,حضرية,Agricultural Road,28,37.4,16.4,نعم,مبلل
2025-04-12,01:46,Giza,6th October City,حضرية,Pyramids Road,60,19.9,17.9,لا,جاف
2024-10-01,09:55,Alexandria,Sidi Gaber,حضرية,Kafr Abdou St.,34,29.2,24.8,نعم,مبلل
2022-07-25,12:05,Alexandria,Miami,حضرية,Sidi Gaber Road,68,19.9,16.7,نعم,جاف
2025-09-07,18:56,Cairo,Zamalek,حضرية,Al Mehwar Al Markazy,79,37.0,24.8,نعم,مبلل
2022-05-15,17:18,Cairo,Heliopolis,حضرية,Al Azhar St.,42,39.6,26.6,نعم,جاف
2023-07-04,19:55,Alexandria,Montazah,حضرية,Abu Qir Road,49,29.9,29.8,نعم,جاف
2022-12-13,17:55,Alexandria,Smouha,حضرية,Abu Qir Road,48,37.1,20.8,نعم,مبلل
2024-06-21,12:49,Sohag,Akhmim,ريفية,Sohag-Akhmim Road,34,10.3,36.0,نعم,جاف
2024-01-27,03:25,Giza,Haram,حضرية,Ring Road (Giza Section),53,16.8,27.9,لا,جاف
2022-11-21,08:45,Cairo,Shubra,حضرية,Autostrad Road,31,26.0,24.5,نعم,مبلل
2023-02-06,14:25,Cairo,Heliopolis,حضرية,Ring Road,29,19.3,23.5,لا,جاف
2024-04-07,08:15,Giza,Sheikh Zayed City,حضرية,Faisal Road,63,28.799999999999997,26.0,نعم,جاف
2025-07-29,15:22,Alexandria,Stanley,حضرية,Stanley Bridge,34,34.2,27.0,نعم,جاف
2022-05-13,17:01,Cairo,Shubra,حضرية,Al Azhar St.,69,37.9,22.0,نعم,جاف
2023-07-24,07:25,Giza,Dokki,حضرية,El-Lebbini St.,77,26.8,21.1,نعم,جاف
2025-06-13,15:13,Alexandria,Miami,حضرية,El-Horreya Ave,77,33.9,26.8,نعم,جاف
2022-05-20,21:47,Cairo,Zeitoun,حضرية,Al Mehwar Al Markazy,80,15.1,21.8,لا,جاف
2024-07-03,07:38,Cairo,Zamalek,حضرية,Ring Road,29,24.9,15.5,نعم,مبلل
2022-03-09,17:02,Cairo,Zamalek,حضرية,Salah Salem St.,54,34.1,23.6,نعم,جاف
2025-06-20,18:32,Cairo,Nasr City,حضرية,Al Mehwar Al Markazy,64,30.0,29.0,نعم,جاف
2023-01-01,17:05,Giza,Imbaba,حضرية,Saqqara Road,44,38.0,18.5,نعم,جاف
2022-10-31,18:05,Cairo,Zamalek,حضرية,Al Mehwar Al Markazy,52,28.4,17.8,نعم,جاف
2025-01-02,23:34,Giza,Agouza,حضرية,Saqqara Road,76,18.4,23.2,لا,تحت الصيانة
2022-02-06,07:38,Sohag,Tahta,ريفية,Sohag-Cairo Highway,14,12.2,26.0,نعم,مبلل
2025-02-16,17:38,Alexandria,Stanley,حضرية,Miami Beach Road,20,32.3,18.2,نعم,جاف
2022-05-05,15:12,Cairo,Gesr El Suez,صناعية,Autostrad Road,11,29.3,21.6,نعم,مبلل
2025-05-07,19:50,Giza,Dokki,حضرية,26th of July Corridor,63,31.8,21.8,نعم,جاف
2023-04-09,19:07,Alexandria,Stanley,حضرية,Miami Beach Road,63,33.72,18.0,نعم,مبلل
2022-02-02,00:08,Alexandria,Montazah,حضرية,Sidi Gaber Road,76,18.3,18.6,لا,جاف
2025-06-08,12:40,Cairo,Shubra,حضرية,Suez Road,54,16.1,26.5,نعم,جاف
2023-04-06,18:34,Giza,Sheikh Zayed City,حضرية,Faisal Road,66,35.04,24.2,نعم,تحت الصيانة
2024-02-04,07:22,Giza,Haram,حضرية,Giza Square,23,24.8,26.0,نعم,جاف
2023-11-22,12:19,Cairo,Maadi,حضرية,6th October Bridge,41,17.3,28.5,نعم,جاف
2025-09-06,09:03,Cairo,Maadi,حضرية,Nasr Road,16,22.4,29.3,نعم,تحت الصيانة
2022-12-04,01:04,Alexandria,Miami,حضرية,Kafr Abdou St.,64,15.9,25.6,لا,جاف
2023-06-21,02:58,Port Said,Manakh,صناعية,23rd of July St.,51,14.3,20.7,لا,جاف
2023-06-27,09:13,Alexandria,San Stefano,حضرية,Stanley Bridge,38,22.6,29.7,نعم,جاف
2023-06-20,11:22,Cairo,Zeitoun,حضرية,Ramses St.,69,16.0,22.1,لا,جاف
2024-03-24,07:57,Cairo,Nasr City,حضرية,15th of May Bridge,64,32.4,29.1,نعم,تحت الصيانة
2023-11-28,17:39,Cairo,Zamalek,حضرية,Corniche El Nil,17,39.2,28.9,نعم,جاف
2024-07-09,08:30,Alexandria,Montazah,حضرية,Desert Road,66,26.4,16.5,نعم,مبلل
2023-06-13,16:59,Alexandria,Smouha,حضرية,El-Horreya Ave,42,29.9,25.2,نعم,مبلل
2024-10-11,03:05,Giza,Faisal,حضرية,Pyramids Road,77,15.2,21.8,لا,جاف
2023-04-09,06:25,Cairo,Gesr El Suez,صناعية,Suez Road,54,15.12,31.0,لا,مبلل
2023-04-02,16:14,Alexandria,Glim,حضرية,Miami Beach Road,62,41.4,27.3,نعم,جاف
2022-05-14,07:53,Cairo,Maadi,حضرية,Nasr Road,42,28.3,15.1,نعم,جاف
2025-07-06,12:52,Giza,Haram,حضرية,26th of July Corridor,20,17.4,25.8,نعم,جاف
2023-07-04,00:00,Cairo,Nasr City,حضرية,Suez Road,78,19.9,28.4,لا,مبلل
2022-08-20,17:06,Cairo,Shubra,حضرية,Al Azhar St.,31,36.8,22.7,نعم,جاف
2025-02-03,21:14,Alexandria,Sidi Gaber,حضرية,El-Horreya Ave,24,20.0,29.4,لا,جاف
2023-02-04,08:58,Giza,Dokki,حضرية,Faisal Road,36,27.6,16.6,نعم,جاف
2025-01-12,06:40,Giza,Agouza,حضرية,El Bahr El Aazam St.,77,15.4,19.7,لا,تحت الصيانة
2022-03-23,12:38,Giza,Faisal,حضرية,El Bahr El Aazam St.,67,18.8,20.0,نعم,مبلل
2024-02-07,19:32,Cairo,Gesr El Suez,صناعية,Autostrad Road,50,28.5,22.6,نعم,جاف
2022-06-05,09:38,Giza,Haram,حضرية,Giza Square,75,28.2,22.5,نعم,جاف
2022-02-18,21:19,Alexandria,Roushdy,حضرية,Kafr Abdou St.,61,17.2,22.4,لا,جاف
2023-02-11,23:15,Giza,6th October City,حضرية,Saqqara Road,36,17.9,29.8,لا,جاف
2024-11-16,00:55,Cairo,Shubra,حضرية,15th of May Bridge,68,16.0,24.2,لا,جاف
2022-06-09,19:36,Alexandria,Glim,حضرية,El-Horreya Ave,66,38.0,29.9,نعم,جاف
2023-11-05,16:41,Sohag,Sohag First,حضرية,Upper Egypt Agricultural Road,20,34.3,29.7,نعم,جاف
2023-10-05,07:38,Cairo,Heliopolis,حضرية,Nasr Road,46,22.1,26.6,نعم,جاف
2022-05-13,12:43,Cairo,Shubra,حضرية,Salah Salem St.,71,19.2,22.1,نعم,تحت الصيانة
2023-12-11,17:12,Cairo,Gesr El Suez,صناعية,Ring Road,36,29.5,22.5,نعم,تحت الصيانة
2023-02-04,08:26,Alexandria,San Stefano,حضرية,Abu Qir Road,50,25.6,23.9,نعم,تحت الصيانة
2023-03-17,19:54,Alexandria,Montazah,حضرية,Corniche Road,77,29.0,25.0,نعم,جاف
2024-01-16,15:32,Alexandria,Smouha,حضرية,Desert Road,30,36.4,24.7,نعم,جاف
2024-01-14,08:36,Giza,Dokki,حضرية,Ring Road (Giza Section),73,29.2,15.4,نعم,جاف
2025-07-17,08:30,Cairo,Zamalek,حضرية,Corniche El Nil,77,29.0,23.3,نعم,جاف
2022-12-17,19:59,Cairo,Nasr City,حضرية,Corniche El Nil,44,36.7,15.7,نعم,جاف
2023-04-19,08:09,Cairo,Gesr El Suez,صناعية,Nasr Road,44,28.2,25.3,نعم,تحت الصيانة
2023-09-15,12:53,Qalyubia,Khanka,ريفية,Banha Bypass,37,13.4,33.2,نعم,تحت الصيانة
2023-08-16,19:19,Alexandria,Stanley,حضرية,Stanley Bridge,23,28.0,19.5,نعم,جاف
2024-08-28,14:11,Alexandria,Smouha,حضرية,Corniche Road,16,16.1,24.1,لا,تحت الصيانة
2023-04-10,15:53,Giza,Imbaba,حضرية,El Mansoureya Road,74,47.64,18.7,نعم,جاف
2023-01-25,18:27,Giza,Imbaba,حضرية,26th of July Corridor,70,39.4,17.4,نعم,تحت الصيانة
2025-01-08,11:25,Alexandria,Stanley,حضرية,Gamal Abdel Nasser St.,63,15.4,22.6,لا,مبلل
2022-11-21,15:30,Alexandria,Montazah,حضرية,Abu Qir Road,71,36.1,17.3,نعم,مبلل
2022-09-27,20:41,Cairo,Gesr El Suez,صناعية,Nasr Road,59,13.4,30.2,لا,مبلل
2024-01-16,07:19,Sohag,Sohag First,حضرية,Girga Main St.,43,27.7,23.7,نعم,جاف
2023-06-01,14:58,Cairo,Zamalek,حضرية,Suez Road,34,16.7,23.7,لا,جاف
2024-08-12,02:23,Alexandria,Miami,حضرية,Abu Qir Road,47,19.3,17.3,لا,جاف
2023-01-02,18:41,Qalyubia,Toukh,ريفية,Qalyub Main St.,13,15.9,36.4,نعم,جاف
2022-08-01,07:36,Cairo,Gesr El Suez,صناعية,Nasr Road,45,19.5,31.0,نعم,جاف
2022-03-06,15:51,Giza,Dokki,حضرية,El Mansoureya Road,65,37.0,26.6,نعم,تحت الصيانة
2024-04-27,12:23,Cairo,Nasr City,حضرية,Suez Road,72,19.1,19.5,نعم,جاف
2023-02-04,17:54,Giza,6th October City,حضرية,El-Lebbini St.,51,33.9,22.9,نعم,جاف
2023-09-23,16:47,Giza,Haram,حضرية,26th of July Corridor,45,35.7,22.8,نعم,جاف
2024-02-08,23:01,Cairo,Zamalek,حضرية,Ramses St.,34,18.3,17.9,لا,جاف
2024-08-19,07:35,Alexandria,Glim,حضرية,Corniche Road,73,22.4,17.8,نعم,جاف
2022-04-16,09:03,Alexandria,Montazah,حضرية,Miami Beach Road,70,32.76,15.7,نعم,مبلل
2024-08-09,15:22,Alexandria,Stanley,حضرية,El-Montazah Bridge,64,35.0,26.5,نعم,جاف
2025-07-05,12:49,Giza,6th October City,حضرية,Faisal Road,35,18.5,16.8,نعم,جاف
2024-11-01,16:16,Cairo,Heliopolis,حضرية,6th October Bridge,79,39.9,19.3,نعم,مبلل
2022-09-06,11:51,Alexandria,Stanley,حضرية,Kafr Abdou St.,21,18.0,24.9,لا,جاف
2022-12-01,15:30,Alexandria,Stanley,حضرية,El-Montazah Bridge,27,33.4,20.0,نعم,جاف
2023-09-11,10:36,Alexandria,Miami,حضرية,Corniche Road,42,17.5,15.7,لا,مبلل
2024-03-25,16:06,Giza,Dokki,حضرية,Giza Square,65,42.24,26.2,نعم,جاف
2024-03-07,09:15,Cairo,Gesr El Suez,صناعية,Nasr Road,33,23.1,29.0,نعم,مبلل
2022-06-04,09:20,Giza,Faisal,حضرية,Ring Road (Giza Section),35,28.4,16.2,نعم,جاف
2022-09-21,13:14,Alexandria,Sidi Gaber,حضرية,Desert Road,36,17.6,28.6,لا,تحت الصيانة
2025-03-15,17:15,Cairo,Nasr City,حضرية,Salah Salem St.,56,45.0,18.5,نعم,جاف
2022-01-10,13:27,Giza,Faisal,حضرية,Giza Square,80,16.7,22.6,لا,جاف
2023-01-29,23:25,Beheira,Abu Hummus,ريفية,Damanhour-Rashid Road,36,8.8,36.9,لا,جاف
2022-07-20,05:39,Qalyubia,Toukh,ريفية,Agricultural Road,14,9.7,43.4,لا,جاف
2024-04-10,08:43,Cairo,Shubra,حضرية,Al Mehwar Al Markazy,67,34.8,16.5,نعم,جاف
2024-05-20,13:13,Cairo,Maadi,حضرية,Autostrad Road,43,19.1,20.6,لا,جاف
2025-05-23,08:00,Giza,Haram,حضرية,Alexandria Desert Road,57,26.8,21.4,نعم,جاف
2025-07-21,18:42,Giza,Imbaba,حضرية,Ring Road (Giza Section),52,28.5,24.5,نعم,جاف
2023-08-29,22:14,Cairo,Zamalek,حضرية,Autostrad Road,17,18.3,28.2,لا,جاف
2022-10-01,19:21,Giza,Sheikh Zayed City,حضرية,El-Lebbini St.,37,38.0,25.3,نعم,تحت الصيانة
2024-05-30,08:52,Cairo,Gesr El Suez,صناعية,Al Azhar St.,30,24.2,26.4,نعم,مبلل
2022-11-07,04:13,Giza,Dokki,حضرية,El Mansoureya Road,35,19.2,16.4,لا,تحت الصيانة
2024-12-07,19:14,Dakahlia,Bilqas,ريفية,Dikirnis St.,27,15.9,42.1,نعم,مبلل
2024-06-20,15:34,Qalyubia,Khanka,ريفية,Cairo-Ismailia Road,38,20.1,41.9,نعم,تحت الصيانة
2024-09-22,04:18,Giza,6th October City,حضرية,El-Lebbini St.,73,19.0,19.3,لا,جاف
2025-03-25,12:58,Cairo,Zamalek,حضرية,Salah Salem St.,73,22.32,15.8,نعم,جاف
2024-11-25,07:00,Alexandria,Miami,حضرية,Miami Beach Road,37,26.8,23.0,نعم,جاف
2022-05-18,04:15,Alexandria,Roushdy,حضرية,Kafr Abdou St.,40,15.4,16.6,لا,جاف
2022-02-17,04:35,Giza,Imbaba,حضرية,Faisal Road,69,17.0,16.2,لا,جاف
2023-06-17,12:04,Giza,Agouza,حضرية,Ring Road (Giza Section),18,18.6,16.4,نعم,جاف
2024-04-02,16:21,Cairo,Zamalek,حضرية,15th of May Bridge,75,40.559999999999995,25.5,نعم,جاف
2024-12-23,18:14,Cairo,Nasr City,حضرية,Al Fangari Bridge,76,28.5,16.7,نعم,مبلل
2022-09-29,19:58,Alexandria,Miami,حضرية,El-Montazah Bridge,64,38.9,20.3,نعم,جاف
2024-12-31,19:49,Cairo,Heliopolis,حضرية,Corniche El Nil,73,32.4,24.4,نعم,تحت الصيانة
2022-12-18,19:11,Qalyubia,Khanka,ريفية,Cairo-Ismailia Road,7,20.8,37.1,نعم,جاف
2024-03-04,11:07,Cairo,Nasr City,حضرية,Al Mehwar Al Markazy,15,16.6,15.7,لا,مبلل
2023-06-29,00:42,Giza,Haram,حضرية,Pyramids Road,20,15.5,22.8,لا,جاف
2024-07-03,07:05,Giza,Haram,حضرية,Saqqara Road,26,28.5,15.5,نعم,جاف
2024-07-05,17:18,Giza,Haram,حضرية,Pyramids Road,72,28.6,26.5,نعم,مبلل
2023-05-26,12:39,Cairo,Maadi,حضرية,Salah Salem St.,79,17.2,20.8,نعم,جاف
2022-02-23,23:53,Alexandria,Miami,حضرية,El-Horreya Ave,64,18.9,27.3,لا,جاف
2024-01-21,18:25,Cairo,Gesr El Suez,صناعية,Autostrad Road,46,27.4,25.4,نعم,مبلل
2025-06-17,09:26,Alexandria,Miami,حضرية,El-Horreya Ave,60,24.5,18.4,نعم,جاف
2023-02-03,12:06,Alexandria,Glim,حضرية,El-Montazah Bridge,63,18.3,26.4,نعم,جاف
2022-08-03,01:10,Cairo,Gesr El Suez,صناعية,Ring Road,32,16.7,28.6,لا,جاف
2023-04-03,15:36,Cairo,Gesr El Suez,صناعية,Nasr Road,50,30.24,24.6,نعم,جاف
2024-12-03,19:58,Giza,Faisal,حضرية,El-Lebbini St.,74,32.7,21.0,نعم,جاف
2022-04-27,17:13,Alexandria,Montazah,حضرية,Corniche Road,74,36.72,16.9,نعم,جاف
2025-01-17,18:28,Cairo,Zamalek,حضرية,Nasr Road,69,39.3,28.9,نعم,جاف
2022-12-04,18:16,Cairo,Zeitoun,حضرية,Al Mehwar Al Markazy,62,35.6,24.8,نعم,جاف
2022-05-18,14:06,Alexandria,San Stefano,حضرية,Corniche Road,37,15.2,18.1,لا,مبلل
2022-11-26,14:16,Giza,Faisal,حضرية,Alexandria Desert Road,33,19.2,25.4,لا,جاف
2023-09-26,17:50,Alexandria,Smouha,حضرية,Abu Qir Road,73,29.4,23.1,نعم,جاف
2022-03-22,08:34,Giza,Dokki,حضرية,Alexandria Desert Road,34,26.4,29.9,نعم,تحت الصيانة
2024-11-22,12:08,Giza,Sheikh Zayed City,حضرية,Alexandria Desert Road,58,15.0,17.4,نعم,تحت الصيانة
2025-04-08,14:53,Giza,Imbaba,حضرية,El-Lebbini St.,50,19.8,21.3,لا,جاف
2024-08-27,12:18,Cairo,Gesr El Suez,صناعية,Al Mehwar Al Markazy,23,13.3,24.3,نعم,جاف
2022-01-02,13:34,Giza,Imbaba,حضرية,Pyramids Road,22,19.5,27.4,لا,جاف
2025-02-21,13:09,Cairo,Maadi,حضرية,Corniche El Nil,78,19.1,29.9,لا,جاف
2022-01-29,19:24,Cairo,Heliopolis,حضرية,6th October Bridge,61,34.6,17.6,نعم,تحت الصيانة
2024-07-11,15:39,Cairo,Nasr City,حضرية,6th October Bridge,17,32.5,16.9,نعم,جاف
2023-08-24,12:34,Cairo,Nasr City,حضرية,Salah Salem St.,54,19.9,17.4,نعم,جاف
2022-11-29,07:34,Alexandria,Stanley,حضرية,Desert Road,15,24.3,27.6,نعم,جاف
2025-01-11,06:45,Giza,6th October City,حضرية,Saqqara Road,47,15.9,17.0,لا,جاف
2023-08-27,05:41,Cairo,Heliopolis,حضرية,Corniche El Nil,23,15.8,29.7,لا,جاف
2023-11-25,07:20,Cairo,Shubra,حضرية,Al Azhar St.,74,22.7,27.6,نعم,جاف
2024-07-08,12:06,Cairo,Shubra,حضرية,Ramses St.,76,15.0,21.4,نعم,جاف
2024-07-09,07:24,Cairo,Gesr El Suez,صناعية,6th October Bridge,35,24.9,22.0,نعم,جاف
2023-07-14,07:01,Alexandria,Montazah,حضرية,Miami Beach Road,79,23.4,23.5,نعم,جاف
2023-05-08,21:54,Cairo,Maadi,حضرية,Autostrad Road,66,18.3,25.2,لا,مبلل
2023-09-21,18:37,Cairo,Shubra,حضرية,Al Mehwar Al Markazy,76,32.4,19.4,نعم,جاف
2025-07-12,14:17,Alexandria,Stanley,حضرية,Abu Qir Road,19,16.8,15.7,لا,تحت الصيانة
2023-12-31,19:35,Giza,Dokki,حضرية,Pyramids Road,67,34.1,18.6,نعم,جاف
2024-05-14,09:26,Cairo,Shubra,حضرية,Al Fangari Bridge,63,23.1,18.4,نعم,جاف
2022-12-13,20:17,Cairo,Shubra,حضرية,Ring Road,30,19.7,29.0,لا,جاف
2025-06-16,22:03,Cairo,Zamalek,حضرية,15th of May Bridge,69,15.6,24.5,لا,تحت الصيانة
2024-07-07,07:42,Alexandria,Stanley,حضرية,El-Horreya Ave,15,26.8,29.8,نعم,جاف
2024-07-03,15:18,Cairo,Zamalek,حضرية,Ring Road,49,38.4,21.5,نعم,جاف
2022-01-10,14:52,Cairo,Gesr El Suez,صناعية,Suez Road,31,17.9,34.8,لا,مبلل
2024-10-31,23:24,Alexandria,Smouha,حضرية,Abu Qir Road,20,18.9,22.0,لا,جاف
2024-01-24,19:37,Cairo,Shubra,حضرية,Suez Road,30,38.6,26.4,نعم,جاف
2022-05-20,04:25,Cairo,Zeitoun,حضرية,Al Mehwar Al Markazy,59,18.4,20.5,لا,جاف
2022-01-20,22:01,Giza,Faisal,حضرية,Faisal Road,48,19.5,25.6,لا,جاف
2025-09-10,10:12,Cairo,Downtown,حضرية,Ramses St.,69,19.5,27.0,لا,مبلل
2022-03-06,00:52,Giza,6th October City,حضرية,Alexandria Desert Road,43,19.9,20.4,لا,تحت الصيانة
2022-01-05,12:05,Cairo,Maadi,حضرية,Corniche El Nil,68,15.2,28.6,نعم,مبلل
2025-04-05,03:26,Giza,Sheikh Zayed City,حضرية,Alexandria Desert Road,16,19.0,16.1,لا,جاف
2024-02-15,16:35,Giza,Sheikh Zayed City,حضرية,Pyramids Road,21,39.2,19.3,نعم,جاف
2024-02-08,05:37,Cairo,Zeitoun,حضرية,Al Azhar St.,16,15.7,26.7,لا,جاف
2025-06-20,12:52,Qalyubia,Khanka,ريفية,Banha Bypass,40,14.0,39.8,نعم,جاف
2022-05-05,17:47,Alexandria,Montazah,حضرية,Desert Road,31,30.0,27.0,نعم,جاف
2022-06-12,22:49,Cairo,Downtown,حضرية,Al Azhar St.,35,17.1,22.2,لا,جاف
2022-04-12,15:28,Cairo,Maadi,حضرية,Ramses St.,77,39.72,24.1,نعم,جاف
2022-04-09,07:19,Cairo,Shubra,حضرية,Al Fangari Bridge,68,28.2,29.5,نعم,جاف
2024-10-22,08:45,Giza,Faisal,حضرية,Faisal Road,47,22.2,16.3,نعم,جاف
2024-02-24,09:44,Giza,Dokki,حضرية,Alexandria Desert Road,18,29.1,21.4,نعم,جاف
2023-04-09,15:31,Giza,6th October City,حضرية,26th of July Corridor,79,36.239999999999995,21.4,نعم,مبلل
2024-04-07,12:56,Cairo,Maadi,حضرية,Al Fangari Bridge,73,21.720000000000002,24.3,نعم,جاف
2024-02-02,17:28,Giza,Sheikh Zayed City,حضرية,Pyramids Road,57,36.3,16.2,نعم,جاف
2023-11-13,08:06,Cairo,Gesr El Suez,صناعية,Ring Road,26,23.6,31.8,نعم,جاف
2024-03-01,12:19,Cairo,Zeitoun,حضرية,15th of May Bridge,67,16.9,18.0,نعم,جاف
2024-02-15,05:52,Giza,Faisal,حضرية,Pyramids Road,44,17.9,28.1,لا,جاف
2025-08-30,23:30,Qalyubia,Qalyub,صناعية,Shubra-Banha Road,40,15.9,31.3,لا,جاف
2022-09-11,06:41,Cairo,Zeitoun,حضرية,Al Fangari Bridge,66,15.7,26.1,لا,جاف
2023-05-05,08:56,Cairo,Zamalek,حضرية,Autostrad Road,74,28.1,21.4,نعم,جاف
2023-01-08,09:22,Cairo,Downtown,حضرية,15th of May Bridge,41,29.9,18.5,نعم,تحت الصيانة
2023-01-02,21:34,Giza,Faisal,حضرية,Saqqara Road,42,15.7,24.8,لا,تحت الصيانة
2023-02-21,08:11,Cairo,Shubra,حضرية,Al Fangari Bridge,71,23.8,15.4,نعم,مبلل
2022-01-27,17:13,Cairo,Downtown,حضرية,Autostrad Road,40,36.9,17.7,نعم,جاف
2024-11-27,19:28,Giza,Haram,حضرية,Alexandria Desert Road,54,36.0,24.8,نعم,تحت الصيانة
2024-02-05,16:14,Alexandria,Stanley,حضرية,Stanley Bridge,52,35.8,16.9,نعم,جاف
2023-01-06,12:27,Giza,Haram,حضرية,Giza Square,64,17.6,19.6,نعم,جاف
2024-12-18,14:59,Cairo,Zeitoun,حضرية,Salah Salem St.,57,18.7,23.6,لا,جاف
2022-11-24,18:52,Cairo,Downtown,حضرية,Al Mehwar Al Markazy,51,31.2,16.8,نعم,مبلل
2024-03-20,19:44,Giza,Dokki,حضرية,Giza Square,71,40.559999999999995,17.0,نعم,جاف
2024-04-06,08:16,Giza,6th October City,حضرية,El-Lebbini St.,68,35.76,28.6,نعم,تحت الصيانة
2022-08-20,00:21,Cairo,Zeitoun,حضرية,Salah Salem St.,50,18.0,19.2,لا,تحت الصيانة
2023-11-15,10:06,Giza,Haram,حضرية,Pyramids Road,70,18.8,23.5,لا,جاف
2024-03-01,11:10,Cairo,Gesr El Suez,صناعية,Al Fangari Bridge,55,14.8,31.4,لا,مبلل
2023-10-27,06:03,Cairo,Zeitoun,حضرية,Autostrad Road,61,17.8,20.0,لا,مبلل
2024-07-18,22:32,Cairo,Shubra,حضرية,Suez Road,28,19.6,18.3,لا,جاف
2022-01-27,17:51,Giza,Sheikh Zayed City,حضرية,El-Lebbini St.,34,30.4,27.3,نعم,تحت الصيانة
2023-07-10,18:53,Cairo,Heliopolis,حضرية,Suez Road,63,37.0,18.5,نعم,مبلل
2022-03-29,19:18,Cairo,Gesr El Suez,صناعية,Autostrad Road,45,25.5,21.3,نعم,جاف
2022-12-27,01:25,Giza,Haram,حضرية,Alexandria Desert Road,78,18.0,25.9,لا,مبلل
2024-11-02,20:02,Cairo,Shubra,حضرية,Autostrad Road,52,18.0,20.9,لا,جاف
2023-04-04,21:21,Giza,Sheikh Zayed City,حضرية,Saqqara Road,76,21.96,17.4,لا,جاف
2022-03-01,09:19,Cairo,Zeitoun,حضرية,15th of May Bridge,63,27.3,26.6,نعم,جاف
2022-11-12,20:26,Cairo,Zeitoun,حضرية,15th of May Bridge,16,19.9,22.2,لا,جاف
2025-04-28,19:02,Cairo,Maadi,حضرية,Ramses St.,33,28.7,18.9,نعم,جاف
2024-07-11,07:58,Alexandria,Smouha,حضرية,El-Montazah Bridge,42,28.4,16.2,نعم,تحت الصيانة
2023-10-23,18:27,Cairo,Downtown,حضرية,Nasr Road,16,29.0,27.5,نعم,جاف
2024-04-30,22:31,Cairo,Gesr El Suez,صناعية,Corniche El Nil,23,12.7,20.6,لا,جاف
2025-06-15,08:03,Giza,Dokki,حضرية,Alexandria Desert Road,33,28.2,26.2,نعم,تحت الصيانة
2022-05-27,18:42,Giza,Faisal,حضرية,Pyramids Road,69,39.7,17.0,نعم,جاف
2023-04-22,18:49,Cairo,Zamalek,حضرية,Suez Road,62,36.6,25.6,نعم,جاف
2024-05-20,08:27,Cairo,Gesr El Suez,صناعية,Salah Salem St.,20,20.2,30.1,نعم,جاف
2025-01-30,09:01,Cairo,Heliopolis,حضرية,Ring Road,26,24.4,18.4,نعم,جاف
2022-11-26,12:25,Giza,Dokki,حضرية,El Bahr El Aazam St.,46,16.9,26.1,نعم,جاف
2023-09-02,12:56,Alexandria,Montazah,حضرية,El-Horreya Ave,68,18.8,17.0,نعم,مبلل
2024-02-18,09:39,Giza,Imbaba,حضرية,El Bahr El Aazam St.,69,27.3,24.7,نعم,تحت الصيانة
2024-06-22,07:39,Alexandria,Stanley,حضرية,Stanley Bridge,62,25.6,22.9,نعم,جاف
2023-08-04,08:35,Cairo,Gesr El Suez,صناعية,Salah Salem St.,50,23.0,34.2,نعم,مبلل
2023-12-15,09:49,Alexandria,Glim,حضرية,Sidi Gaber Road,67,26.5,22.6,نعم,جاف
2022-08-01,09:52,Cairo,Zeitoun,حضرية,Al Fangari Bridge,31,23.5,27.8,نعم,تحت الصيانة
2025-07-31,11:47,Qalyubia,Qalyub,صناعية,Cairo-Ismailia Road,34,14.7,23.1,لا,مبلل
