نوع الحادث,زمن الحادث,تاريخ الحادث,محافظة الحادث,مدينة الحادث,زمن الانقاذ و حل المشكله
غرق مركبة,08:50,2024-03-03,Qalyubia,Banha,18 دقيقة
غرق مركبة,10:35,2023-04-02,Ismailia,Sheikh Zayed,163 دقيقة
سقوط من ارتفاع,04:23,2023-05-20,Monufia,Berket El Sabaa,193 دقيقة
تصادم مع حيوان,20:51,2022-11-02,Alexandria,Montazah,216 دقيقة
تصادم سيارات,13:13,2023-10-23,Sharqia,Zagazig,48 دقيقة
عطل فني,03:19,2023-01-14,Cairo,Shubra,97 دقيقة
غرق مركبة,19:59,2024-12-18,Sohag,Maragha,60 دقيقة
سقوط من ارتفاع,16:10,2024-03-26,Cairo,Heliopolis,203 دقيقة
ازدحام مروري,17:27,2022-01-02,Cairo,Heliopolis,218 دقيقة
غرق مركبة,07:20,2022-11-27,Dakahlia,Talkha,42 دقيقة
تصادم مع حيوان,17:11,2023-08-30,Dakahlia,Dikirnis,168 دقيقة
سقوط من ارتفاع,16:44,2023-10-03,Sohag,Girga,52 دقيقة
تصادم مع حيوان,06:53,2023-08-31,Luxor,Armant,50 دقيقة
عطل فني,17:27,2024-04-05,Luxor,Esna,194 دقيقة
حادث دراجة نارية,18:38,2022-02-17,Port Said,Arab,48 دقيقة
سقوط من ارتفاع,02:24,2022-10-07,Beheira,Kafr El Dawar,129 دقيقة
دهس مشاة,02:21,2023-06-19,Cairo,Maadi,237 دقيقة
غرق مركبة,07:19,2023-03-15,Qalyubia,Banha,112 دقيقة
تصادم مع حيوان,08:22,2022-10-31,Minya,Mallawi,141 دقيقة
عطل فني,18:58,2022-12-25,Ismailia,Arbaeen,92 دقيقة
تصادم مع حيوان,17:01,2022-08-10,Beheira,Abu Hummus,207 دقيقة
انقلاب مركبة,07:26,2022-07-26,Minya,Samalut,134 دقيقة
ازدحام مروري,16:09,2022-09-01,Qalyubia,Khanka,162 دقيقة
دهس مشاة,08:55,2023-08-10,Sharqia,Bilbeis,173 دقيقة
انقلاب مركبة,16:29,2023-06-20,Ismailia,First District,215 دقيقة
دهس مشاة,06:34,2023-07-25,Sohag,Tahta,195 دقيقة
غرق مركبة,19:52,2023-01-05,Dakahlia,Mansoura,122 دقيقة
تصادم سيارات,17:07,2023-03-22,Giza,Haram,135 دقيقة
غرق مركبة,09:46,2023-05-21,Sharqia,Bilbeis,18 دقيقة
تصادم مع حيوان,09:49,2023-10-14,Monufia,Quesna,89 دقيقة
تصادم سيارات,21:24,2024-02-09,Aswan,Aswan First,164 دقيقة
ازدحام مروري,02:34,2024-08-28,Dakahlia,Bilqas,72 دقيقة
حريق في السيارة,19:31,2023-06-07,Ismailia,Arbaeen,126 دقيقة
حريق في السيارة,16:46,2022-04-01,Cairo,Heliopolis,18 دقيقة
دهس مشاة,16:04,2022-07-14,Qalyubia,Banha,161 دقيقة
حريق في السيارة,01:53,2024-04-27,Ismailia,Qantara Sharq,86 دقيقة
حريق في السيارة,15:43,2022-10-30,Ismailia,First District,114 دقيقة
تصادم مع حيوان,01:14,2024-12-15,Port Said,Dawahi,163 دقيقة
حريق في السيارة,18:05,2022-09-10,Dakahlia,Bilqas,173 دقيقة
تصادم مع حيوان,04:55,2024-03-04,Beheira,Edku,56 دقيقة
ازدحام مروري,07:13,2022-10-31,Giza,Haram,56 دقيقة
تصادم سيارات,11:16,2022-03-31,Monufia,Berket El Sabaa,101 دقيقة
دهس مشاة,09:53,2024-01-20,Minya,Beni Mazar,75 دقيقة
انقلاب مركبة,07:02,2023-03-11,Dakahlia,Dikirnis,13 دقيقة
عطل فني,07:05,2024-09-02,Luxor,Esna,126 دقيقة
حادث دراجة نارية,07:00,2023-11-04,Assiut,Manfalout,237 دقيقة
تصادم سيارات,08:19,2023-02-05,Dakahlia,Bilqas,111 دقيقة
عطل فني,16:26,2022-11-07,Qalyubia,Qalyub,45 دقيقة
دهس مشاة,16:55,2023-03-16,Beheira,Damanhour,209 دقيقة
ازدحام مروري,08:44,2022-07-16,Qalyubia,Toukh,18 دقيقة
حادث دراجة نارية,08:03,2022-12-24,Cairo,Gesr El Suez,73 دقيقة
حادث دراجة نارية,07:15,2024-06-16,Alexandria,Montazah,102 دقيقة
حادث دراجة نارية,01:34,2022-04-18,Monufia,Bagour,16 دقيقة
تصادم مع حيوان,16:10,2024-04-05,Monufia,Menouf,69 دقيقة
عطل فني,08:03,2023-09-12,Sohag,Akhmim,91 دقيقة
عطل فني,22:38,2024-09-07,Sharqia,Faqus,111 دقيقة
حادث دراجة نارية,18:38,2023-03-28,Minya,Deir Mawas,176 دقيقة
انقلاب مركبة,07:33,2022-05-20,Qalyubia,Banha,185 دقيقة
حريق في السيارة,23:55,2024-01-16,Cairo,Maadi,113 دقيقة
انقلاب مركبة,03:18,2024-11-13,Aswan,Kom Ombo,210 دقيقة
ازدحام مروري,21:08,2022-04-23,Cairo,Nasr City,218 دقيقة
حادث دراجة نارية,18:49,2023-03-13,Minya,Samalut,216 دقيقة
حريق في السيارة,17:43,2023-07-15,Giza,Imbaba,107 دقيقة
حريق في السيارة,17:27,2023-03-11,Ismailia,Qantara Sharq,95 دقيقة
ازدحام مروري,07:24,2022-06-18,Dakahlia,Mansoura,126 دقيقة
سقوط من ارتفاع,10:06,2022-03-02,Beheira,Rashid,106 دقيقة
سقوط من ارتفاع,18:24,2023-04-24,Giza,Agouza,77 دقيقة
تصادم سيارات,10:11,2022-05-01,Qalyubia,Qalyub,192 دقيقة
ازدحام مروري,16:50,2024-04-01,Monufia,Menouf,179 دقيقة
انقلاب مركبة,18:44,2024-03-26,Luxor,Armant,136 دقيقة
حريق في السيارة,22:35,2023-06-30,Dakahlia,Talkha,240 دقيقة
حريق في السيارة,03:51,2024-04-25,Cairo,Nasr City,87 دقيقة
حادث دراجة نارية,01:26,2022-12-06,Dakahlia,Dikirnis,183 دقيقة
حادث دراجة نارية,15:20,2024-10-03,Cairo,Shubra,17 دقيقة
انقلاب مركبة,19:50,2022-08-12,Aswan,Edfu,19 دقيقة
حادث دراجة نارية,07:13,2022-02-01,Sharqia,Minya Al Qamh,41 دقيقة
تصادم مع حيوان,03:38,2024-01-27,Dakahlia,Talkha,38 دقيقة
سقوط من ارتفاع,04:49,2024-06-15,Luxor,Esna,166 دقيقة
ازدحام مروري,07:50,2024-05-06,Port Said,Dawahi,180 دقيقة
عطل فني,14:31,2022-01-09,Giza,Dokki,177 دقيقة
انقلاب مركبة,12:24,2024-07-07,Luxor,Luxor First,184 دقيقة
حريق في السيارة,08:47,2023-10-23,Aswan,Edfu,181 دقيقة
غرق مركبة,05:37,2023-03-04,Assiut,Qusiya,152 دقيقة
عطل فني,07:56,2024-10-31,Monufia,Bagour,222 دقيقة
تصادم مع حيوان,13:56,2024-06-19,Monufia,Menouf,121 دقيقة
تصادم مع حيوان,07:11,2022-11-03,Alexandria,Glim,137 دقيقة
ازدحام مروري,13:26,2022-05-05,Minya,Deir Mawas,36 دقيقة
انقلاب مركبة,17:24,2023-04-02,Monufia,Menouf,60 دقيقة
تصادم مع حيوان,19:20,2022-08-04,Ismailia,Sheikh Zayed,125 دقيقة
دهس مشاة,19:14,2022-11-22,Assiut,Manfalout,238 دقيقة
تصادم مع حيوان,17:53,2022-03-21,Luxor,Armant,228 دقيقة
حادث دراجة نارية,08:58,2023-02-22,Port Said,Sharq,29 دقيقة
تصادم مع حيوان,21:39,2023-03-15,Sharqia,Abu Kabir,187 دقيقة
انقلاب مركبة,17:54,2022-10-05,Cairo,Heliopolis,116 دقيقة
حريق في السيارة,19:27,2022-03-03,Ismailia,First District,145 دقيقة
تصادم سيارات,16:27,2024-08-08,Beheira,Rashid,61 دقيقة
سقوط من ارتفاع,22:30,2024-05-04,Beheira,Rashid,214 دقيقة
دهس مشاة,19:04,2024-08-21,Dakahlia,Mansoura,140 دقيقة
ازدحام مروري,17:04,2023-12-01,Giza,Agouza,41 دقيقة
دهس مشاة,18:03,2022-08-20,Luxor,Armant,36 دقيقة
حادث دراجة نارية,18:13,2024-11-30,Sohag,Girga,114 دقيقة
تصادم سيارات,19:58,2023-06-30,Minya,Beni Mazar,205 دقيقة
دهس مشاة,07:24,2023-10-04,Luxor,Esna,169 دقيقة
سقوط من ارتفاع,19:49,2023-05-30,Cairo,Nasr City,222 دقيقة
حادث دراجة نارية,20:40,2022-09-25,Monufia,Shebin El Kom,57 دقيقة
غرق مركبة,08:29,2024-04-10,Qalyubia,Toukh,77 دقيقة
انقلاب مركبة,18:33,2024-10-11,Qalyubia,Qalyub,84 دقيقة
حريق في السيارة,11:05,2024-09-11,Minya,Deir Mawas,201 دقيقة
عطل فني,05:38,2024-05-05,Alexandria,Roushdy,199 دقيقة
عطل فني,17:34,2023-09-20,Port Said,Dawahi,223 دقيقة
دهس مشاة,03:29,2023-05-26,Cairo,Zeitoun,215 دقيقة
تصادم سيارات,19:38,2024-08-19,Monufia,Shebin El Kom,230 دقيقة
سقوط من ارتفاع,19:58,2022-09-12,Aswan,Aswan First,115 دقيقة
دهس مشاة,16:15,2023-12-04,Sohag,Girga,178 دقيقة
عطل فني,17:53,2024-11-04,Minya,Samalut,144 دقيقة
سقوط من ارتفاع,09:41,2023-07-14,Luxor,Esna,111 دقيقة
تصادم مع حيوان,16:56,2023-09-11,Monufia,Shebin El Kom,55 دقيقة
انقلاب مركبة,19:07,2022-09-27,Monufia,Bagour,111 دقيقة
ازدحام مروري,18:57,2024-11-10,Dakahlia,Mit Ghamr,148 دقيقة
غرق مركبة,08:53,2022-07-19,Cairo,Maadi,26 دقيقة
تصادم مع حيوان,09:18,2022-01-02,Ismailia,Sheikh Zayed,38 دقيقة
ازدحام مروري,08:42,2022-11-30,Aswan,Nasr Nubia,189 دقيقة
تصادم سيارات,17:22,2024-05-16,Alexandria,Sidi Gaber,130 دقيقة
حريق في السيارة,19:27,2023-09-19,Qalyubia,Qalyub,130 دقيقة
سقوط من ارتفاع,19:27,2022-09-20,Monufia,Menouf,148 دقيقة
انقلاب مركبة,00:18,2023-02-24,Giza,Dokki,28 دقيقة
تصادم مع حيوان,19:49,2024-02-16,Minya,Beni Mazar,25 دقيقة
حريق في السيارة,16:40,2022-03-05,Alexandria,Miami,225 دقيقة
عطل فني,13:38,2023-04-11,Alexandria,Sidi Gaber,220 دقيقة
انقلاب مركبة,17:44,2022-08-28,Giza,Dokki,100 دقيقة
غرق مركبة,19:25,2024-12-28,Minya,Maghaghah,123 دقيقة
سقوط من ارتفاع,20:48,2023-04-23,Dakahlia,Bilqas,204 دقيقة
حادث دراجة نارية,09:33,2024-09-10,Giza,Agouza,208 دقيقة
ازدحام مروري,17:42,2024-01-24,Assiut,Manfalout,100 دقيقة
تصادم مع حيوان,18:32,2023-04-04,Luxor,Armant,179 دقيقة
ازدحام مروري,19:30,2024-01-17,Luxor,Luxor First,175 دقيقة
تصادم سيارات,16:32,2023-02-28,Minya,Beni Mazar,231 دقيقة
سقوط من ارتفاع,19:23,2023-09-29,Alexandria,Smouha,203 دقيقة
تصادم مع حيوان,19:13,2022-06-03,Alexandria,Roushdy,131 دقيقة
حريق في السيارة,07:18,2022-07-12,Monufia,Menouf,144 دقيقة
سقوط من ارتفاع,19:46,2023-03-31,Alexandria,Smouha,74 دقيقة
غرق مركبة,16:55,2023-02-23,Minya,Beni Mazar,135 دقيقة
حادث دراجة نارية,19:37,2023-10-07,Alexandria,Sidi Gaber,223 دقيقة
دهس مشاة,17:52,2023-06-19,Port Said,Manakh,163 دقيقة
انقلاب مركبة,19:46,2023-11-09,Minya,Samalut,38 دقيقة
دهس مشاة,18:20,2023-01-02,Qalyubia,Banha,87 دقيقة
تصادم مع حيوان,00:31,2024-12-26,Luxor,Qurna,121 دقيقة
حادث دراجة نارية,21:10,2024-01-11,Sohag,Girga,132 دقيقة
حريق في السيارة,19:31,2022-08-22,Minya,Samalut,173 دقيقة
حادث دراجة نارية,01:28,2022-11-28,Port Said,Sharq,202 دقيقة
دهس مشاة,08:59,2022-03-22,Minya,Mallawi,79 دقيقة
سقوط من ارتفاع,00:15,2024-06-18,Aswan,Edfu,97 دقيقة
انقلاب مركبة,02:26,2023-12-16,Sharqia,Zagazig,38 دقيقة
انقلاب مركبة,16:52,2023-10-24,Sharqia,Kafr Saqr,204 دقيقة
ازدحام مروري,09:39,2022-05-03,Cairo,Shubra,82 دقيقة
حادث دراجة نارية,08:42,2023-08-18,Minya,Maghaghah,55 دقيقة
حادث دراجة نارية,17:25,2023-12-12,Alexandria,Miami,129 دقيقة
عطل فني,09:45,2022-06-20,Port Said,Sharq,165 دقيقة
تصادم مع حيوان,09:12,2022-10-05,Luxor,Luxor First,149 دقيقة
حريق في السيارة,09:24,2022-02-11,Assiut,Qusiya,129 دقيقة
انقلاب مركبة,22:53,2024-05-12,Cairo,Heliopolis,172 دقيقة
دهس مشاة,18:45,2022-02-04,Aswan,Kom Ombo,53 دقيقة
تصادم مع حيوان,00:37,2023-07-06,Sharqia,Abu Kabir,173 دقيقة
ازدحام مروري,18:24,2023-11-18,Ismailia,Sheikh Zayed,36 دقيقة
تصادم سيارات,17:18,2024-02-05,Aswan,Edfu,127 دقيقة
غرق مركبة,17:12,2024-10-21,Aswan,Nasr Nubia,182 دقيقة
تصادم مع حيوان,20:31,2022-02-05,Giza,Faisal,66 دقيقة
حريق في السيارة,07:11,2023-04-22,Aswan,Kom Ombo,230 دقيقة
تصادم مع حيوان,09:58,2022-09-13,Minya,Maghaghah,137 دقيقة
دهس مشاة,11:18,2022-05-21,Luxor,Qurna,122 دقيقة
عطل فني,17:17,2022-04-11,Giza,Imbaba,69 دقيقة
تصادم مع حيوان,16:06,2023-08-19,Luxor,Esna,94 دقيقة
غرق مركبة,17:49,2023-04-09,Sharqia,Kafr Saqr,167 دقيقة
انقلاب مركبة,19:00,2022-08-07,Minya,Mallawi,79 دقيقة
غرق مركبة,07:43,2024-05-12,Minya,Mallawi,160 دقيقة
دهس مشاة,18:37,2024-03-20,Dakahlia,Mansoura,102 دقيقة
غرق مركبة,14:24,2022-12-02,Ismailia,Arbaeen,230 دقيقة
عطل فني,18:31,2024-06-10,Cairo,Zeitoun,193 دقيقة
حادث دراجة نارية,09:38,2023-08-03,Qalyubia,Shibin El Qanater,95 دقيقة
تصادم مع حيوان,18:00,2022-03-27,Beheira,Abu Hummus,128 دقيقة
ازدحام مروري,09:12,2024-09-08,Giza,Haram,139 دقيقة
سقوط من ارتفاع,12:06,2023-11-22,Giza,Imbaba,207 دقيقة
حريق في السيارة,11:06,2024-10-13,Sohag,Sohag First,165 دقيقة
تصادم مع حيوان,14:21,2023-02-22,Alexandria,Smouha,231 دقيقة
تصادم مع حيوان,13:20,2022-09-23,Cairo,Heliopolis,146 دقيقة
غرق مركبة,20:09,2022-12-15,Giza,Agouza,228 دقيقة
انقلاب مركبة,17:24,2022-05-25,Cairo,Shubra,112 دقيقة
سقوط من ارتفاع,23:26,2024-01-05,Sohag,Tahta,65 دقيقة
تصادم سيارات,07:09,2024-10-04,Giza,Imbaba,146 دقيقة
حريق في السيارة,19:12,2023-03-26,Beheira,Damanhour,168 دقيقة
غرق مركبة,19:09,2022-09-03,Assiut,Manfalout,237 دقيقة
غرق مركبة,20:02,2022-09-03,Monufia,Bagour,149 دقيقة
عطل فني,11:22,2022-12-23,Minya,Mallawi,105 دقيقة
تصادم سيارات,09:06,2022-07-12,Minya,Beni Mazar,169 دقيقة
سقوط من ارتفاع,07:44,2023-10-03,Aswan,Nasr Nubia,188 دقيقة
انقلاب مركبة,17:11,2024-09-26,Dakahlia,Talkha,34 دقيقة
عطل فني,03:11,2022-12-25,Assiut,Qusiya,85 دقيقة
تصادم سيارات,19:43,2023-07-17,Qalyubia,Shibin El Qanater,165 دقيقة
حادث دراجة نارية,01:19,2024-06-11,Ismailia,Sheikh Zayed,18 دقيقة
دهس مشاة,16:40,2022-09-04,Dakahlia,Mit Ghamr,90 دقيقة
حادث دراجة نارية,18:41,2022-08-08,Beheira,Abu Hummus,71 دقيقة
تصادم مع حيوان,19:15,2023-09-01,Minya,Beni Mazar,207 دقيقة
ازدحام مروري,18:48,2022-05-20,Sohag,Sohag First,156 دقيقة
تصادم سيارات,17:27,2024-11-15,Sohag,Girga,139 دقيقة
عطل فني,15:40,2024-07-18,Minya,Samalut,80 دقيقة
حريق في السيارة,17:14,2023-12-27,Monufia,Shebin El Kom,183 دقيقة
تصادم سيارات,18:21,2022-11-11,Aswan,Kom Ombo,32 دقيقة
حريق في السيارة,18:21,2022-05-25,Qalyubia,Banha,18 دقيقة
عطل فني,09:17,2023-02-03,Beheira,Damanhour,131 دقيقة
دهس مشاة,09:29,2022-05-03,Beheira,Edku,71 دقيقة
تصادم مع حيوان,17:23,2023-10-01,Cairo,Maadi,10 دقيقة
غرق مركبة,09:54,2023-08-07,Dakahlia,Bilqas,76 دقيقة
حريق في السيارة,07:15,2024-11-13,Aswan,Edfu,137 دقيقة
سقوط من ارتفاع,09:41,2024-11-01,Sharqia,Kafr Saqr,164 دقيقة
عطل فني,23:46,2023-02-10,Giza,Faisal,19 دقيقة
تصادم سيارات,17:38,2023-04-26,Dakahlia,Mit Ghamr,223 دقيقة
سقوط من ارتفاع,09:40,2023-01-25,Ismailia,Qantara Sharq,10 دقيقة
تصادم مع حيوان,07:41,2024-11-09,Cairo,Shubra,136 دقيقة
سقوط من ارتفاع,18:44,2024-05-22,Qalyubia,Shibin El Qanater,204 دقيقة
ازدحام مروري,18:54,2022-04-17,Qalyubia,Toukh,235 دقيقة
انقلاب مركبة,19:03,2024-06-09,Dakahlia,Mit Ghamr,181 دقيقة
حريق في السيارة,17:18,2022-05-21,Sohag,Girga,159 دقيقة
حريق في السيارة,08:54,2023-07-11,Giza,Haram,144 دقيقة
غرق مركبة,20:11,2024-08-28,Beheira,Damanhour,215 دقيقة
سقوط من ارتفاع,18:53,2022-10-05,Luxor,Qurna,12 دقيقة
تصادم سيارات,18:57,2024-07-26,Monufia,Menouf,17 دقيقة
عطل فني,18:21,2024-10-12,Dakahlia,Talkha,111 دقيقة
سقوط من ارتفاع,08:59,2024-07-11,Ismailia,First District,94 دقيقة
تصادم مع حيوان,08:49,2024-05-04,Minya,Samalut,110 دقيقة
عطل فني,09:28,2022-01-19,Giza,Agouza,174 دقيقة
ازدحام مروري,23:32,2024-04-25,Alexandria,Sidi Gaber,225 دقيقة
غرق مركبة,17:52,2023-10-26,Giza,Agouza,78 دقيقة
غرق مركبة,16:22,2023-03-01,Minya,Maghaghah,178 دقيقة
دهس مشاة,04:14,2023-06-16,Beheira,Rashid,47 دقيقة
تصادم مع حيوان,16:08,2023-11-28,Port Said,Arab,36 دقيقة
حريق في السيارة,09:53,2024-02-01,Assiut,Assiut First,113 دقيقة
سقوط من ارتفاع,08:53,2022-10-19,Dakahlia,Mit Ghamr,148 دقيقة
دهس مشاة,06:28,2022-10-22,Giza,Agouza,187 دقيقة
غرق مركبة,02:58,2023-06-20,Minya,Beni Mazar,65 دقيقة
غرق مركبة,08:01,2022-07-25,Aswan,Kom Ombo,102 دقيقة
سقوط من ارتفاع,07:00,2022-02-02,Sharqia,Faqus,173 دقيقة
تصادم مع حيوان,16:07,2024-08-25,Assiut,Dayrout,145 دقيقة
حادث دراجة نارية,18:36,2022-02-26,Monufia,Quesna,229 دقيقة
سقوط من ارتفاع,08:20,2024-11-24,Aswan,Nasr Nubia,205 دقيقة
دهس مشاة,12:57,2023-10-05,Sohag,Akhmim,38 دقيقة
دهس مشاة,19:35,2022-09-25,Sharqia,Minya Al Qamh,150 دقيقة
دهس مشاة,09:24,2024-05-02,Sohag,Akhmim,203 دقيقة
دهس مشاة,18:48,2024-07-31,Assiut,Assiut First,63 دقيقة
حادث دراجة نارية,18:56,2024-07-04,Port Said,Dawahi,86 دقيقة
انقلاب مركبة,18:00,2022-03-30,Sharqia,Kafr Saqr,210 دقيقة
سقوط من ارتفاع,08:17,2024-12-03,Minya,Mallawi,29 دقيقة
حريق في السيارة,15:11,2023-01-22,Sharqia,Abu Kabir,65 دقيقة
سقوط من ارتفاع,16:14,2023-03-16,Ismailia,Qantara Sharq,102 دقيقة
عطل فني,17:57,2023-01-03,Cairo,Maadi,150 دقيقة
تصادم مع حيوان,16:19,2024-11-26,Assiut,Qusiya,168 دقيقة
حادث دراجة نارية,08:23,2023-05-24,Dakahlia,Mit Ghamr,92 دقيقة
عطل فني,18:54,2022-02-22,Aswan,Aswan First,107 دقيقة
تصادم سيارات,09:59,2022-07-20,Minya,Beni Mazar,44 دقيقة
حريق في السيارة,07:06,2024-02-22,Sohag,Akhmim,53 دقيقة
تصادم سيارات,09:20,2024-11-25,Qalyubia,Shibin El Qanater,175 دقيقة
حريق في السيارة,18:22,2023-11-04,Ismailia,Qantara Sharq,42 دقيقة
انقلاب مركبة,09:02,2022-08-23,Giza,Agouza,21 دقيقة
عطل فني,23:20,2023-11-02,Minya,Beni Mazar,205 دقيقة
تصادم مع حيوان,07:50,2023-03-18,Cairo,Maadi,139 دقيقة
تصادم سيارات,18:07,2023-02-22,Sharqia,Faqus,69 دقيقة
عطل فني,09:49,2022-03-13,Luxor,Armant,110 دقيقة
غرق مركبة,12:45,2024-01-09,Monufia,Shebin El Kom,203 دقيقة
حريق في السيارة,01:47,2022-11-21,Port Said,Manakh,143 دقيقة
غرق مركبة,01:29,2022-03-17,Dakahlia,Dikirnis,43 دقيقة
عطل فني,19:42,2024-07-15,Giza,Imbaba,10 دقيقة
حريق في السيارة,13:35,2024-09-16,Minya,Maghaghah,155 دقيقة
دهس مشاة,16:12,2024-06-22,Sharqia,Abu Kabir,235 دقيقة
دهس مشاة,19:26,2022-07-30,Sohag,Akhmim,10 دقيقة
دهس مشاة,09:19,2024-11-07,Qalyubia,Shibin El Qanater,64 دقيقة
